iyear,imonth,iday,provstate,city,attacktype1_txt,targtype1_txt,targsubtype1_txt,target1,gname,weaptype1_txt,nkill,nwound,summary,scite1,date
2016,10,2,Jammu and Kashmir,Janbazpora,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Camp,Lashkar-e-Taiba (LeT),Explosives,3.0,1.0,"10/02/2016: Assailants, including suicide bombers, armed with grenades and automatic firearms attacked a military camp in Janbazpora, Jammu and Kashmir, India. Three people, including a soldier and two assailants, were killed and on soldier was injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to Lashkar-e-Taiba (LeT) and also suspected the involvement of Jaish-e-Mohammad (JeM).","""Indian army base Baramulla in Kashmir attacked by militants causing casualties,"" International Business Times UK, October 3, 2016.",2016-10-02
2016,10,2,Jammu and Kashmir,Kandizal,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Former Sarpanch: Fayaz Ahmad Bhat,Unknown,Firearms,1.0,0.0,"10/02/2016: Assailants opened fire on Fayaz Ahmad Bhat in Kandizal, Jammu and Kashmir, India. Bhat, a former sarpanch and National Conference member, was killed in the attack. No group claimed responsibility for the incident.","""Gunmen kill rural body head in Indian-controlled Kashmir,"" Xinhua General News Service, October 2, 2016.",2016-10-02
2016,10,3,Jammu and Kashmir,Samnoo,Hostage Taking (Barricade Incident),Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Hizbul Mujahideen (HM),Firearms,0.0,0.0,"10/03/2016: Assailants took two civilians hostage at a police post in Samnoo, Jammu and Kashmir, India. The two hostages were released after police officers relinquished five rifles to the assailants. No group claimed responsibility for the incident; however, sources attributed the attack to Hizbul Mujahideen (HM).","""Militants snatch 5 weapons in Kulgam: Police,"" Greater Kashmir, October 3, 2016.",2016-10-03
2016,10,4,Jammu and Kashmir,Memender,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Residence of Member: Mohammad Yousuf Bhat,Unknown,Explosives,0.0,0.0,"10/04/2016: Assailants threw a grenade at the residence of Mohammad Yousuf Bhat in Memender, Jammu and Kashmir, India. Bhat, a Member of Legislative Assembly (MLA) from the Peoples Democratic Party, was not harmed as there were no reported casualties in the blast. No group claimed responsibility for the attack.","""Militants hurl grenade at PDP MLA’s house,"" Chandigarh Tribune, October 5, 2016.",2016-10-04
2016,10,4,Jammu and Kashmir,Yaripora,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Unknown,Firearms,,,"10/04/2016: Assailants attacked a police station in Yaripora, Jammu and Kashmir, India. The assailants sustained an unknown number of casualties. No group claimed responsibility for the incident.","""Terrorists Attack Sashastra Seema Bal Convoy in J&K, Three Jawans Injured,"" News18.com, October 14, 2016.",2016-10-04
2016,10,4,Jammu and Kashmir,Sopore,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Building,Unknown,Incendiary,0.0,0.0,"10/04/2016: Assailants threw an incendiary device at the school board of education building in Sopore, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Terror groups destroy Kashmir schools in Taliban-type offensive,"" Times of India, October 27, 2016.",2016-10-04
2016,10,6,Jammu and Kashmir,Langait,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Post,Lashkar-e-Taiba (LeT),Explosives,3.0,0.0,"10/06/2016: Assailants opened fire on a Rashtriya Rifles camp in Langait, Jammu and Kashmir, India. Three assailants were killed in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to Lashkar-e-Taiba (LeT).","""Handwara encounter: NIA probe reveals links to Pakistan-based Lashkar,"" India Today, November 2, 2016.",2016-10-06
2016,10,7,Jammu and Kashmir,Shopian,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Unknown,Firearms,1.0,2.0,"10/07/2016: Assailants opened fire on a police post in Shopian, Jammu and Kashmir, India. One police officer was killed and another police officer and a civilian were injured in the attack. No group claimed responsibility for the incident.","""Massive hunt launched to nab militants responsible for attack on police post in Kashmir,"" United News of India, October 8, 2016.",2016-10-07
2016,10,8,Jammu and Kashmir,Tumlehaal,Facility/Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Police Station,Unknown,Firearms,0.0,0.0,"10/08/2016: Assailants attacked a police post guarding a minority community in Tumlehaal, Jammu and Kashmir, India. There were no reported casualties, though two rifles were seized in the attack. No group claimed responsibility for the incidents.","""Militants decamped with two SLRs from police in Kashmir,"" UNI (United News of India), October 8, 2016.",2016-10-08
2016,10,8,Jammu and Kashmir,Anantnag,Facility/Infrastructure Attack,Transportation,Taxi/Rickshaw,Rickshaw,Tehrik-e-Hurriyat (TeH),Incendiary,0.0,0.0,"10/08/2016: Assailants threw a petrol bomb at a vehicle in Anantnag, Jammu and Kashmir, India. No casualties were reported in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Tehrik-e-Hurriyat (TeH)","""Autorickshaw burnt for defying 'calendar' restrictions,"" Early Times (India), October 8, 2016.",2016-10-08
2016,10,10,Jammu and Kashmir,Sempora,Armed Assault,Government (General),Government Building/Facility/Office,Entrepreneurial Development Institute (EDI) Building,Lashkar-e-Taiba (LeT),Explosives,2.0,2.0,"10/10/2016: Two fidayeen (suicide) attackers entered the Entrepreneurial Development Institute (EDI) building and set mattresses on fire in Sempora, Jammu and Kashmir, India. The assailants, armed with rockets, grenades, and firearms, attacked fire fighters and police officers that arrived at the scene. At least two security personnel were injured in the initial assault. The siege ended on October 12, 2016 with the death of both assailants. No group claimed responsibility; however, sources identified the assailants, Abu Maaz and Abu Waleed, as members of Lashkar-e-Taiba (LeT). Sources also suspected that the incident may have been carried out by Jaish-e-Mohammad (JeM).","""Fidayeen killed at Pampore were Pakistanis,"" The Northlines, October 13, 2016.",2016-10-10
2016,10,11,Jammu and Kashmir,Gagran,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Convoy,Unknown,Explosives,0.0,12.0,"10/11/2016: Assailants threw a grenade at a Central Reserve Police Force (CRPF) convoy in Gagren, Jammu and Kashmir, India. At least 12 people, were injured in the blast. The victims included CRPF officers and civilians. No group claimed responsibility for the attack.","""2 jawans, 8 civilians injured in grenade attack on CRPF convoy in J&K's Shopian,"" Deccan Chronicle, October 11, 2016.",2016-10-11
2016,10,12,Jammu and Kashmir,Kralagund,Armed Assault,Private Citizens & Property,Political Party Member/Rally,Party Leader: Ghulam Nabi Khoja,Separatists,Firearms,1.0,0.0,"10/12/2016: Assailants opened fire on Ghulam Nabi Khoja outside of his home in Kralgund, Jammu and Kashmir, India. Khoja, a Peoples' Conference party leader, was killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to separatists.","""Militants Shoot Dead Political Party Worker in Kashmir,"" New York Times, October 12, 2016.",2016-10-12
2016,10,14,Jammu and Kashmir,Zakura,Armed Assault,Police,Police Patrol (including vehicles and convoys),Convoy,Al-Umar Mujahideen,Firearms,1.0,8.0,"10/14/2016: Assailants opened fire at a Sashastra Seema Bal (SSB) convoy in Zakura, Jammu and Kashmir, India. An SSB member was killed and eight people were injured in the attack. Al-Umar Mujahideen claimed responsibility for the incident;. Additionally, police officials attributed the attack to Lashkar-e-Taiba (LeT).","""Militants attack SSB convoy on Srinagar outskirts, kill jawan, injure eight others,"" Indian Express, October 15, 2016.",2016-10-14
2016,10,15,Jammu and Kashmir,Tootigund,Armed Assault,Police,Police Security Forces/Officers,Vehicle of Deputy Superintendent of Police (DSP),Unknown,Firearms,0.0,0.0,"10/15/2016: Assailants opened fire on the vehicle of a Deputy Superintendent of Police in Tootigund, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Ultras fire at cop’s vehicle,"" Chandigarh Tribune, October 15, 2016.",2016-10-15
2016,10,16,Jammu and Kashmir,Sirnoo,Facility/Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Post,Unknown,Firearms,0.0,0.0,"10/16/2016: Security forces opened fire on assailants attempting to steal firearms from a police post in Sirnoo, Jammu and Kashmir, India. There were no reported casualties. No group claimed responsibility for the incident.","""India: Police foils weapons' snatching attempt,"" Daily Excelsior Online, October 23, 2016.",2016-10-16
2016,10,17,Jammu and Kashmir,Dalvash,Facility/Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Post,Unknown,Firearms,0.0,0.0,"10/17/2016: Assailants raided a police post guarding a power transmitter in Dalvash, Jammu and Kashmir, India. There were no casualties, but five rifles were stolen in the assault. No group claimed responsibility for the incident.","""Suspected militants snatch 5 rifles from police post in Indian-controlled Kashmir,"" Xinhua General News Service, October 17, 2016.",2016-10-17
2016,10,17,Jammu and Kashmir,Srinagar,Unarmed Assault,Private Citizens & Property,Vehicles/Transportation,Vehicles,Unknown,Incendiary,0.0,2.0,"10/17/2016: Assailants set fire to two passenger vehicles in Srinagar, Jammu and Kashmir, India. At least two drivers were injured in the attack. No group claimed responsibility for the incident.","""Two more school buildings set ablaze by miscreants,"" Chandigarh Tribune, October 25, 2016.",2016-10-17
2016,10,19,Jammu and Kashmir,Bobiya,Armed Assault,Military,Military Unit/Patrol/Convoy,Patrol,Unknown,Explosives,0.0,1.0,"10/19/2016: Assailants opened fire on a Border Security Force (BSF) patrol in Bobiya, Jammu and Kashmir, India. At least one assailant was injured as security forces repelled the assault. No group claimed responsibility for the incident.","""India: Security Forces Thwart Infiltration Attempt By Six Militants Along Border,"" The Hindu Online, October 21, 2016.",2016-10-19
2016,10,19,Jammu and Kashmir,Delina,Facility/Infrastructure Attack,Private Citizens & Property,Vehicles/Transportation,Vehicle,Unknown,Incendiary,0.0,0.0,"10/19/2016: Assailants stopped and set fire to a passenger vehicle near Delina, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.","""Bank attacked, SUV set ablaze in Srinagar,"" The Hindu, October 20, 2016.",2016-10-19
2016,10,19,Jammu and Kashmir,Achabal,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Residence of Former Minister: Peer Muhammad Hussain,Unknown,Firearms,0.0,0.0,"10/19/2016: Assailants opened fire on the residence of Peer Muhammad Hussain in Achabal, Jammu and Kashmir, India. Hussain, a former Peoples Democratic Party (PDP) minister, was not harmed in the attack. No group claimed responsibility for the incident.","""Vehicle set ablaze as stray clashes go on,"" Chandigarh Tribune, October 19, 2016.",2016-10-19
2016,10,19,Jammu and Kashmir,Srinagar,Facility/Infrastructure Attack,Business,Bank/Commerce,Bank,Unknown,Unknown,0.0,0.0,"10/19/2016: Assailants attacked a bank in Srinagar, Jammu and Kashmir, India. There were no reported casualties in the assault. No group claimed responsibility for the incident.","""Bank attacked, SUV set ablaze in Srinagar,"" The Hindu, October 20, 2016.",2016-10-19
2016,10,23,Jammu and Kashmir,Sirnoo,Facility/Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Post,Unknown,Firearms,0.0,0.0,"10/23/2016: Security forces opened fire on assailants attempting to steal firearms from a police post in Sirnoo, Jammu and Kashmir, India. There were no reported casualties. No group claimed responsibility for the incident.","""India: Police foils weapons' snatching attempt,"" Daily Excelsior Online, October 23, 2016.",2016-10-23
2016,10,24,Jammu and Kashmir,Veeri,Armed Assault,Government (General),"Government Personnel (excluding police, military)",House of Works Minister: Abdul Rehman Veeri,Lashkar-e-Taiba (LeT),Firearms,0.0,0.0,"10/24/2016: Assailants opened fire on police personnel guarding the residence of Abdul Rehman Veeri, the provincial Works Minister, in Veeri, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Lashkar-e-Taiba (LeT).","""LeT attack on Kashmir minister's home foiled,"" Times of India (Electronic Edition), October 25, 2016.",2016-10-24
